序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/08/27,營利事業捐贈收入,聖岱實業股份有限公司,52359014,100000,,是,臺中市大里區
2,103/09/03,營利事業捐贈收入,久川養菌場,45713257,20000,,是,臺中市霧峰區
3,103/09/26,營利事業捐贈收入,林旺開發有限公司,86415788,50000,,否,臺中市東區建
4,103/09/30,營利事業捐贈收入,宙聖實業股份有限公司,23209109,50000,,是,臺中市大里區
5,103/10/23,營利事業捐贈收入,佳德生物科技國際商行,45427233,100000,,是,臺中市烏日區
6,103/10/23,營利事業捐贈收入,伍正機械廠股份有限公司,52308971,5000,,是,臺中市烏日區
7,103/10/29,營利事業捐贈收入,隆固工業股份有限公司,23560763,200000,,是,臺中市大里區
8,103/10/30,營利事業捐贈收入,和隆企業社,97510562,20000,,是,臺中市大里區
9,103/10/30,營利事業捐贈收入,東協興業有限公司,23253532,20000,,是,臺中市霧峰區
10,103/11/03,營利事業捐贈收入,東洋燃料有限公司,53622626,20000,,是,臺中市大里區
11,103/11/03,營利事業捐贈收入,永兆五金有限公司,23819334,10000,,是,臺中市大里區
12,103/11/03,營利事業捐贈收入,御成工業有限公司,16513580,50000,,是,臺中市烏日區
13,103/11/03,營利事業捐贈收入,展誠企業行,77749074,6000,,是,臺中市大里區
14,103/11/03,營利事業捐贈收入,盛方源科技股份有限公司,97226763,100000,,是,臺中市南屯區
15,103/11/04,營利事業捐贈收入,廣大自動化有限公司,24580274,3000,,否,臺中市大里區
16,103/11/05,營利事業捐贈收入,高鴻工程行,25237050,20000,,是,臺中市大里區
17,103/11/05,營利事業捐贈收入,大里金屬企業有限公司,80645496,100000,,是,臺中市大里區
18,103/11/12,營利事業捐贈收入,靖鵬建設有限公司,53806434,30000,,是,臺中市大里區
19,103/11/12,營利事業捐贈收入,潮港城事業股份有限公司,53301080,100000,,是,臺中市南屯區
20,103/11/12,營利事業捐贈收入,群霖雷射工業股份有限公司,16519732,50000,,是,臺中市大里區
21,103/11/13,營利事業捐贈收入,匯起開發股份有限公司,16515567,100000,,是,臺中市太平區
22,103/11/13,營利事業捐贈收入,英銓實業有限公司,84215482,50000,,是,臺中市北區大
23,103/11/13,營利事業捐贈收入,豐群模型股份有限公司,86356937,50000,,是,臺中市北屯區
24,103/11/21,營利事業捐贈收入,聖福農業機械有限公司,13050185,30000,,是,臺中市西屯區
25,103/11/21,營利事業捐贈收入,聯金食品有限公司,54763617,10000,,是,臺中市霧峰區
26,103/11/21,營利事業捐贈收入,立媄國際股份有限公司,27662426,5000,,是,臺中市西屯區
27,103/11/21,營利事業捐贈收入,暐翔工業有限公司,80126641,30000,,是,臺中市霧峰區
28,103/11/24,營利事業捐贈收入,順億營造股份有限公司,86838127,60000,,是,臺中市西屯區
29,103/11/25,營利事業捐贈收入,威震氣動工具有限公司,25068266,30000,,是,臺中市霧峰區
30,103/11/27,營利事業捐贈收入,烱鎔鐵工廠有限公司,23400387,60000,,是,臺中市烏日區
31,103/11/27,營利事業捐贈收入,正意食品股份有限公司,80474660,100000,,是,臺中市霧峰區
32,103/11/28,營利事業捐贈收入,正億展業有限公司,53891494,100000,,是,臺中市烏日區
33,103/11/28,營利事業捐贈收入,德智隆實業股份有限公司,80014619,6600,,是,臺中市大里區
