序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/26,營利事業捐贈收入,痒真企業行,21620195,10000,,是,臺南市永康區
2,103/10/23,營利事業捐贈收入,弼邦工程有限公司,80582984,100000,,是,臺南市南區新
3,103/10/08,營利事業捐贈收入,五十嵐企業股份有限公司,28533581,100000,,是,臺南市南區永
4,103/10/02,營利事業捐贈收入,豐田電機股份有限公司,69032604,100000,,是,臺南市南區新
5,103/09/28,營利事業捐贈收入,華豐貿易有限公司,16199251,20000,,是,臺南市仁德區
6,103/09/28,營利事業捐贈收入,天心岩餐飲有限公司,54069321,100000,,是,臺南市南區中
7,103/09/25,營利事業捐贈收入,東長和企業有限公司,16654434,50000,,是,臺南市安南區
8,103/09/25,營利事業捐贈收入,鑫興鋁業股份有限公司,22594809,100000,,是,臺南市安定區
9,103/09/24,營利事業捐贈收入,韋信衛浴企業有限公司,89812451,6000,,是,
10,103/09/22,營利事業捐贈收入,富霖餐飲,28352315,100000,,是,臺南市安平區
11,103/09/16,營利事業捐贈收入,大成不銹鋼工業股份有限公司,22318348,100000,,是,臺南市仁德區
12,103/09/16,營利事業捐贈收入,寶雅國際股份有限公司,97151664,20000,,是,
13,103/09/05,營利事業捐贈收入,琪祐股份有限公司,97002644,500000,,是,臺南市新市區
14,103/09/03,營利事業捐贈收入,佑昇醫院,98773057,200000,,是,臺南市白河區
15,103/07/25,營利事業捐贈收入,有龍建設開發股份有限公司,84405440,100000,,是,臺南市南區新
16,103/07/18,營利事業捐贈收入,登榮塑膠企業社,72214207,150000,,是,臺南市柳營區
