序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/28,營利事業捐贈收入,帝臻企業有限公司,96905757,5000,,是,新北市五股區
2,103/11/25,營利事業捐贈收入,力福實業股份有限公司,04465108,100000,,是,台北市太原路
3,103/11/20,營利事業捐贈收入,台北縣私立佳欣護理之家,26580469,2000,,是,新北市蘆洲區
4,103/11/20,營利事業捐贈收入,鴻銓光電實業股份有限公司,84647171,30000,,是,新北市蘆洲區
5,103/11/17,營利事業捐贈收入,台建包裝轉運有限公司,1183506,10000,,是,台北市中山區
6,103/11/05,營利事業捐贈收入,富麗生活事業股份有限公司,1183506,100000,,是,台北市長安東
7,103/10/27,營利事業捐贈收入,欣崴國際租賃股份有限公司,28458345,200000,,是,台北市敦化北
8,103/10/24,營利事業捐贈收入,德億興業有限公司,70371166,20000,,是,新北市三重區
9,103/10/24,營利事業捐贈收入,正瀚鋼模有限公司,86611352,10000,,是,新北市蘆洲區
10,103/10/22,營利事業捐贈收入,闔業投資股份有限公司,16742079,200000,,是,台北市松仁路
11,103/10/21,營利事業捐贈收入,大漢酵素生物科技股份有限公司,12339702,100000,,是,新北市板橋區
12,103/10/21,營利事業捐贈收入,都美建設股份有限公司,27986776,90000,,是,台北市士林路
13,103/10/21,營利事業捐贈收入,都美建設股份有限公司,27986776,10000,,是,台北市士林路
14,103/10/13,營利事業捐贈收入,柏昇開發工業股份有限公司,28856863,100000,,是,新北市蘆洲區
15,103/10/07,營利事業捐贈收入,星旺股份有限公司,23395151,300000,,是,新竹縣新豐鄉
16,103/10/07,營利事業捐贈收入,銘星機械股份有限公司,22590058,30000,,是,新北市新莊區
17,103/10/06,營利事業捐贈收入,穩得媒體事業有限公司,12806184,50000,,是,新北市蘆洲區
18,103/10/02,營利事業捐贈收入,東洲化學製藥廠股份有限公司,35220607,10000,,是,新北市蘆洲區
19,103/09/29,營利事業捐贈收入,北大牙醫診所,76767469,20000,,是,新北市新店區
20,103/09/10,營利事業捐贈收入,總廣建設股份有限公司,89929396,200000,,是,台北市復興路
21,103/05/14,營利事業捐贈收入,元馥建設股份有限公司,28824693,100000,,是,台北市大同路
