序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/28,營利事業捐贈收入,知森棠建設有限公司,27791033,100000,,是,新北市蘆洲區
2,103/11/28,營利事業捐贈收入,知森棠建設有限公司,27791033,100000,,是,新北市蘆洲區
3,103/11/27,營利事業捐贈收入,知森棠建設有限公司,27791033,100000,,是,新北市蘆洲區
4,103/11/27,營利事業捐贈收入,廣有金屬企業股份有限公司,97008611,50000,,是,桃園縣龜山鄉
5,103/11/24,營利事業捐贈收入,寶群紙器股份有限公司,36088021,100000,,是,新北市三重區
6,103/11/20,營利事業捐贈收入,祥億汽車貨運股份有限公司,07724424,100000,,是,新北市五股區
7,103/11/14,營利事業捐贈收入,天外天有線電視股份有限公司,96973810,200000,,是,新北市三重區
8,103/11/14,營利事業捐贈收入,新瓦股份有限公司,53220806,200000,,是,新北市新莊區
9,103/11/12,營利事業捐贈收入,正義開發股份有限公司,35821637,200000,,是,新北市三重區
10,103/11/11,營利事業捐贈收入,祥皓工程有限公司,80043608,50000,,是,新北市三重區
11,103/11/07,營利事業捐贈收入,萬安生命科技股份有限公司,80192156,100000,,是,臺北市中山區
12,103/11/07,營利事業捐贈收入,健康快樂股份有限公司,24461116,100000,,是,高雄市前金區
13,103/11/05,營利事業捐贈收入,久勝旗幟有限公司,86367771,22000,,是,新北市八里區
14,103/10/23,營利事業捐贈收入,卓傳股份有限公司,16275757,200000,,是,臺北市松山區
15,103/10/20,營利事業捐贈收入,大幸企業社,10651706,30000,,是,新北市新莊區
16,103/10/09,營利事業捐贈收入,塗鴉數位廣告有限公司,80526533,50000,,是,桃園縣龜山鄉
17,103/10/08,營利事業捐贈收入,久勝旗幟有限公司,86367771,113800,,是,新北市八里區
18,103/10/01,營利事業捐贈收入,楠軒工作室,48790828,6000,,是,臺北市中山區
19,103/10/01,營利事業捐贈收入,宗基五金有限公司,23000565,100000,,是,新北市蘆洲區
20,103/09/29,營利事業捐贈收入,鴻勳建設股份有限公司,80720543,100000,,是,新北市三重區
21,103/09/27,營利事業捐贈收入,百鐵鋼材企業有限公司,28849913,20000,,是,臺北市大同區
22,103/09/27,營利事業捐贈收入,鋒泉螺釘股份有限公司,31334805,20000,,是,新北市林口區
23,103/09/24,營利事業捐贈收入,晶鋼光電股份有限公司,28450081,10000,,是,臺北市北投區
24,103/07/14,營利事業捐贈收入,助晟貿易股份有限公司,36361800,60000,,是,新北市五股區
