序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/25,營利事業捐贈收入,龍富事業股份有限公司,54048924,200000,,是,新北市三芝區
2,103/11/25,營利事業捐贈收入,平誠股份有限公司,23328203,500000,,是,高雄市苓雅區
3,103/11/20,營利事業捐贈收入,英鈿工業股份有限公司,16884897,100000,,是,高雄市路竹區
4,103/11/17,營利事業捐贈收入,大佑祥開發事業股份有限公司,59159899,100000,,是,臺北市中山區
5,103/11/17,營利事業捐贈收入,大佑祥開發事業股份有限公司,59159899,100000,,是,臺北市中山區
6,103/11/14,營利事業捐贈收入,漢來美食股份有限公司,80352343,100000,,是,高雄市前金區
7,103/11/14,營利事業捐贈收入,國揚實業股份有限公司,11603817,100000,,是,臺北市中山區
8,103/11/11,營利事業捐贈收入,李氏投資股份有限公司,16171057,100000,,是,臺北市士林區
9,103/11/11,營利事業捐贈收入,福和投資股份有限公司,12667155,100000,,是,臺北市士林區
10,103/11/11,營利事業捐贈收入,龍崴國際股份有限公司,80170250,100000,,是,臺北市士林區
11,103/11/11,營利事業捐贈收入,李記投資股份有限公司,70354413,100000,,是,臺北市大安區
12,103/11/07,營利事業捐贈收入,九龍禮儀館,20228433,50000,,是,高雄市梓官區
13,103/10/27,營利事業捐贈收入,互成企業有限公司,27423235,30000,,是,
14,103/10/26,營利事業捐贈收入,平航企業有限公司,16477986,10000,,是,高雄市鼓山區
15,103/10/22,營利事業捐贈收入,元良開發股份有限公司,12103353,100000,,是,高雄市燕巢區
16,103/10/06,營利事業捐贈收入,老虎開發股份有限公司,28488690,200000,,是,臺北市松山區
17,103/08/11,營利事業捐贈收入,誼榮鋼鐵股份有限公司,89585081,100000,,是,高雄市永安區
18,103/08/11,營利事業捐贈收入,全岑股份有限公司,13152021,130000,,是,高雄市路竹區
