序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/27,營利事業捐贈收入,炫星賓士汽車股份有限公司,24280234,50000,,是,台中市西區台
2,103/11/26,營利事業捐贈收入,聖洋國際股份有限公司,12864629,30000,,是,
3,103/11/26,營利事業捐贈收入,禾運營造有限公司,12637838,10000,,是,
4,103/11/25,營利事業捐贈收入,加州實業股份有限公司,22803904,10000,,是,
5,103/11/25,營利事業捐贈收入,上颉實業有限公司,13049478,12000,,是,南投縣南投市
6,103/11/21,營利事業捐贈收入,台灣基礎開發科股份有限公司,12726274,10000,,是,
7,103/11/18,營利事業捐贈收入,炫星賓士汽車股份有限公司,24280234,100000,,是,台中市西區台
8,103/11/17,營利事業捐贈收入,郁信股份有限公司,16690240,100000,,是,南投縣南投市
9,103/11/03,營利事業捐贈收入,華岡保全股份有限公司,97421695,20000,,是,
10,103/11/02,營利事業捐贈收入,鹿天工程顧問有限公司,16690240,100000,,是,南投縣南投市
11,103/10/03,營利事業捐贈收入,郁信股份有限公司,16690240,100000,,是,南投縣南投市
12,103/09/20,營利事業捐贈收入,高峰工業股份有限公司,55857746,60000,,是,台中市大雅區
13,103/09/10,營利事業捐贈收入,郁信股份有限公司,16690240,100000,,是,
