序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
41,103/08/05,營利事業捐贈收入,昇進精密工業有限公司,27587476,5000,,是,臺中市大里區
42,103/08/05,營利事業捐贈收入,志亞油壓五金有限公司,22790936,5000,,是,臺中市大里區
43,103/07/31,營利事業捐贈收入,金田機械股份有限公司,51331101,10000,,是,臺中市大里區
44,103/07/31,營利事業捐贈收入,春天溫泉SPA旅館,21827631,10000,,是,臺中市大里區
45,103/07/31,營利事業捐贈收入,康倪國際企業股份有限公司,80241902,20000,,是,臺中市西屯區
46,103/07/31,營利事業捐贈收入,宏州不動產仲介經紀有限公司,13023224,10000,,是,臺中市大里區
47,103/07/31,營利事業捐贈收入,大統合國際有限公司,80552150,10000,,是,臺中市西屯區
48,103/07/18,營利事業捐贈收入,楓昇鋼鐵企業有限公司,23386890,50000,,是,新北市泰山區
49,103/07/16,營利事業捐贈收入,翠豐茶葉行銷有限公司,24224178,10000,,是,臺中市烏日區
50,103/07/16,營利事業捐贈收入,昕宏投資股份有限公司,54251708,50000,,是,臺中市南屯區
51,103/07/16,營利事業捐贈收入,銓祥科技股份有限公司,54742901,50000,,是,精科八路號
52,103/07/15,營利事業捐贈收入,榮峻企業股份有限公司,97584775,200000,,是,臺中市大里區
53,103/07/09,營利事業捐贈收入,興展企業有限公司,86800403,50000,,是,臺中市大里區
54,103/07/03,營利事業捐贈收入,建晟企業社,55889732,10000,,是,臺中市太平區
55,103/07/03,營利事業捐贈收入,千藝園園藝事業有限公司,89359389,30000,,是,臺中市大里區
56,103/07/03,營利事業捐贈收入,誠科電子有限公司,80601151,5000,,是,臺中市大里區
57,103/06/18,營利事業捐贈收入,永祺車業股份有限公司,23182930,50000,,是,臺中市太平區
