序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
41,103/10/15,營利事業捐贈收入,安頌液壓工業股份有限公司,52906884,100000,,是,臺中市霧峰區
42,103/10/15,營利事業捐贈收入,彰慶企業股份有限公司,59287212,50000,,是,彰化縣彰化市
43,103/10/13,營利事業捐贈收入,鈺陞建設開發有限公司,25068441,100000,,是,臺中市西區五
44,103/10/08,營利事業捐贈收入,大珂實業有限公司,53781172,5000,,是,臺中市西區五
45,103/10/06,營利事業捐贈收入,般若科技股份有限公司,22063416,100000,,是,臺中市西屯區
46,103/10/06,營利事業捐贈收入,法博法律事務所,09339186,10000,,是,臺中市西區自
47,103/10/06,營利事業捐贈收入,弘景建設有限公司,28744220,10000,,是,彰化縣彰化市
48,103/10/02,營利事業捐贈收入,富士康保全股份有限公司,24266280,100000,,是,臺中市西區東
49,103/10/02,營利事業捐贈收入,安德利遊覽車客運有限公司,28728805,10000,,是,臺中市南屯區
50,103/10/01,營利事業捐贈收入,宇昱實業股份有限公司,52434908,30000,,是,彰化縣線西鄉
51,103/09/25,營利事業捐贈收入,長耕國際股份有限公司,23170272,60000,,是,臺中市西屯區
52,103/09/23,營利事業捐贈收入,百昱建設股份有限公司,27382282,100000,,是,臺中市西區公
53,103/09/18,營利事業捐贈收入,鴻鉅建設股份有限公司,24330353,100000,,是,臺中市西區大
54,103/09/18,營利事業捐贈收入,和大工業股份有限公司,52264848,100000,,是,臺中市大里區
55,103/09/18,營利事業捐贈收入,地璟建設股份有限公司,28371729,120000,,是,臺中市西屯區
56,103/09/17,營利事業捐贈收入,禾達營造工程股份有限公司,16337206,100000,,是,臺中市西區東
57,103/09/15,營利事業捐贈收入,乙樹企業有限公司,16233547,100000,,是,臺中市南屯區
58,103/09/10,營利事業捐贈收入,大晟資產管理顧問有限公司,28519027,100000,,是,臺中市西屯區
59,103/09/09,營利事業捐贈收入,會商不動產仲介企業社,21821290,30000,,是,臺中市西區精
60,103/08/28,營利事業捐贈收入,貿駿企業股份有限公司,23578829,120000,,是,黎明東街號
61,103/08/27,營利事業捐贈收入,弘爺國際企業股份有限公司,97220043,100000,,是,臺中市大里區
62,103/08/25,營利事業捐贈收入,華揚營造股份有限公司,52343549,300000,,是,臺中市西區公
63,103/04/30,營利事業捐贈收入,會商不動產仲介企業社,21821290,30000,,是,臺中市西區精
