序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/23,營利事業捐贈收入,上利企業社,95908600,10000,,是,桃園縣蘆竹鄉
2,103/11/22,營利事業捐贈收入,偉允閥業股份有限公司,13078921,30000,,是,臺北市中山區
3,103/11/21,營利事業捐贈收入,廣協開發建設有限公司,24616104,5000,,是,桃園縣桃園市
4,103/11/20,營利事業捐贈收入,棋勝有限公司,96982310,50000,,是,桃園縣桃園市
5,103/11/19,營利事業捐贈收入,協蕊實業有限公司,43801184,20000,,是,桃園縣桃園市
6,103/11/18,營利事業捐贈收入,森廣機具股份有限公司,89999218,100000,,是,桃園縣龜山鄉
7,103/11/18,營利事業捐贈收入,美麗華針織股份有限公司,16192715,20000,,是,桃園縣蘆竹鄉
8,103/11/15,營利事業捐贈收入,竣鵬建設股份有限公司,24231939,30000,,是,桃園縣大園鄉
9,103/11/13,營利事業捐贈收入,美加利實業有限公司,70643462,20000,,是,桃園縣蘆竹鄉
10,103/11/12,營利事業捐贈收入,維澤科技股份有限公司,16712265,3000,,是,桃園縣蘆竹鄉
11,103/11/10,營利事業捐贈收入,尚達化工科技股份有限公司,53959254,80000,,是,桃園縣蘆竹鄉
12,103/11/09,營利事業捐贈收入,長欣企業社,83878342,10000,,是,桃園縣大園鄉
13,103/11/09,營利事業捐贈收入,家泰有限公司,89310561,2000,,是,桃園縣桃園市
14,103/11/08,營利事業捐贈收入,聚沛工業股份有限公司,22783597,10000,,是,桃園縣蘆竹鄉
15,103/11/08,營利事業捐贈收入,權暐企業股份有限公司,86646535,10000,,是,桃園縣蘆竹鄉
16,103/11/08,營利事業捐贈收入,聖方金屬工業股份有限公司,36093360,2000,,是,桃園縣蘆竹鄉
17,103/11/08,營利事業捐贈收入,偉凱實業股份有限公司,43834657,20000,,是,桃園縣蘆竹鄉
18,103/11/08,營利事業捐贈收入,新世代鋁業股份有限公司,27650977,100000,,是,桃園縣蘆竹鄉
19,103/11/08,營利事業捐贈收入,豐愷科技股份有限公司,89325966,36000,,是,桃園縣蘆竹鄉
20,103/11/08,營利事業捐贈收入,合義興業有限公司,27675631,60000,,是,桃園縣蘆竹鄉
21,103/11/08,營利事業捐贈收入,達清企業有限公司,16424285,60000,,是,桃園縣蘆竹鄉
22,103/11/08,營利事業捐贈收入,永溢五金行,98122837,2000,,是,桃園縣蘆竹鄉
23,103/11/08,營利事業捐贈收入,德用實業有限公司,80462974,10000,,是,桃園縣桃園市
24,103/11/08,營利事業捐贈收入,日昇昌租賃有限公司,15866543,6000,,是,桃園縣蘆竹鄉
25,103/11/06,營利事業捐贈收入,富崇有限公司,16220986,6000,,是,桃園縣桃園市
26,103/11/05,營利事業捐贈收入,忠鑫企業社,80754825,20000,,是,桃園縣桃園市
27,103/11/04,營利事業捐贈收入,又春實業有限公司,97053381,20000,,是,桃園縣桃園市
28,103/11/04,營利事業捐贈收入,皇家木材有限公司,28346974,30000,,是,桃園縣蘆竹鄉
29,103/11/01,營利事業捐贈收入,昶久五金行,01688148,2000,,是,桃園縣八德市
30,103/10/28,營利事業捐贈收入,大益環保有限公司,28507021,100000,,是,桃園縣蘆竹鄉
31,103/10/15,營利事業捐贈收入,金祥興機械有限公司,54296039,10000,,是,桃園縣蘆竹鄉
32,103/10/08,營利事業捐贈收入,大金大建設有限公司,53816284,100000,,是,桃園縣蘆竹鄉
33,103/10/08,營利事業捐贈收入,海灣星空咖啡館,30223979,50000,,是,桃園縣蘆竹鄉
34,103/10/07,營利事業捐贈收入,台光染整股份有限公司,43834853,100000,,是,桃園縣蘆竹鄉
35,103/10/06,營利事業捐贈收入,楷翔實業有限公司,16550402,100000,,是,桃園縣蘆竹鄉
36,103/09/24,營利事業捐贈收入,維洛娜有限公司,29115728,10000,,是,桃園縣蘆竹鄉
37,103/09/23,營利事業捐贈收入,桃園縣私立和昭汽車駕駛人訓練班,87807093,20000,,是,桃園縣蘆竹鄉
38,103/09/19,營利事業捐贈收入,集泉科技有限公司,54003567,60000,,是,桃園縣蘆竹鄉
39,103/09/17,營利事業捐贈收入,普騰營造有限公司,97060756,50000,,是,桃園縣蘆竹鄉
40,103/09/17,營利事業捐贈收入,又加科技股份有限公司,54099514,100000,,是,桃園縣桃園市
