序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/17,營利事業捐贈收入,詠盛興營造有限公司,70683294,20000,,是,臺中市北屯區
2,103/11/13,營利事業捐贈收入,太陽堂食品企,84373242,100000,,是,臺中市北屯區
3,103/11/12,營利事業捐贈收入,信泰玻璃有限公司,86179892,20000,,是,臺中市東光路
4,103/11/10,營利事業捐贈收入,苙泉商行,17286471,50000,,是,新北市鶯歌區
5,103/11/07,營利事業捐贈收入,裕來實業股份有限公司,89234179,100000,,是,臺中市北屯區
6,103/11/04,營利事業捐贈收入,全民醫院,52377815,10000,,是,臺中市北屯區
7,103/11/04,營利事業捐贈收入,好客來企業社,26992531,50000,,是,臺中市南區國
8,103/11/03,營利事業捐贈收入,中連通運股份有限公司,97258217,50000,,是,臺中市北屯區
9,103/10/31,營利事業捐贈收入,申錫企業股份有限公司,22666893,20000,,是,臺中市北屯區
10,103/10/29,營利事業捐贈收入,友連通運股份公司,04279370,50000,,是,臺中市北屯區
11,103/10/27,營利事業捐贈收入,益通汽車修配行,52553729,2000,,是,光明路一號
12,103/10/27,營利事業捐贈收入,金震展輪業,45362674,20000,,是,臺中市北屯陝
13,103/10/27,營利事業捐贈收入,芳燦股份有限公司,23268486,10000,,是,臺中市惠中路
14,103/10/27,營利事業捐贈收入,至鋒工程顧問有限公司,16053024,100000,,是,大墩街號樓一
15,103/10/24,營利事業捐贈收入,東億環保實業有限公司,27292607,100000,,是,臺中市北屯區
16,103/10/24,營利事業捐贈收入,東億環保實業有限公司,27292607,100000,,是,臺中市北屯區
17,103/10/24,營利事業捐贈收入,東億環保實業有限公司,27292607,100000,,是,臺中市北屯區
18,103/10/23,營利事業捐贈收入,哥倫比亞藝術美語學校,17721919,30000,,是,臺中市西區五
19,103/10/21,營利事業捐贈收入,亞歌開發建設股份有限公司,80087245,100000,,是,臺中市北屯區
20,103/10/21,營利事業捐贈收入,亞歌開發建設股份有限公司,80087245,100000,,是,臺中市北屯區
21,103/10/20,營利事業捐贈收入,祥祐建設有限公司,53863693,20000,,是,臺中市西區向
22,103/10/15,營利事業捐贈收入,全方位裝潢設計有限公司,28638059,200000,,是,臺中市西區自
23,103/10/13,營利事業捐贈收入,睡眠王國企業有限公司,28631393,100000,,是,臺中市北屯區
24,103/10/03,營利事業捐贈收入,慧聰電機有限公司,52666955,25000,,是,臺中市北屯區
25,103/09/22,營利事業捐贈收入,泉美建設,96866430,350000,,是,臺中市北區進
26,103/09/18,營利事業捐贈收入,全豐營造有限公司,93756706,60000,,是,臺中市西屯區
27,103/09/18,營利事業捐贈收入,全豐營造有限公司,93756706,100000,,是,臺中市西屯區
28,103/09/09,營利事業捐贈收入,總太建設開發股份有限公司,84214879,100000,,是,臺中市西區民
29,103/09/09,營利事業捐贈收入,祚榮投資有限公司,80734552,100000,,是,民龍里民權路
