序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/21,營利事業捐贈收入,詠吉彩藝工業股份有限公司,97418039,30000,,是,桃園縣龍潭鄉
2,103/11/20,營利事業捐贈收入,磊園活魚餐廳,02711435,32000,,是,桃園縣龍潭鄉
3,103/11/06,營利事業捐贈收入,優得企業股份有限公司,22891651,100000,,是,新北市三重區
4,103/11/04,營利事業捐贈收入,雅丹國際美容有限公司,54649399,10000,,是,臺北市南港區
5,103/11/02,營利事業捐贈收入,松葉園餐廳,99810740,60000,,是,桃園縣龍潭鄉
6,103/11/02,營利事業捐贈收入,凱虹汽車旅館有限公司,16503020,3000,,是,桃園縣龍潭鄉
7,103/11/01,營利事業捐贈收入,飛馬床業公司,80209023,2000,,是,桃園縣平鎮市
8,103/11/01,營利事業捐贈收入,詠全國際有限公司,53646710,2000,,是,東勇街巷弄號
9,103/10/30,營利事業捐贈收入,藍天燈光音響器材行,09676378,5000,,是,桃園縣龍潭鄉
10,103/10/29,營利事業捐贈收入,台灣家具行,14958046,50000,,是,桃園縣龍潭鄉
11,103/10/28,營利事業捐贈收入,創意旅館股份有限公司,25164922,30000,,是,臺中市北區五
12,103/10/28,營利事業捐贈收入,金奇易果快捷旅店,52509127,20000,,是,臺中市台灣大
13,103/10/27,營利事業捐贈收入,美樂地餐館,34817538,20000,,是,桃園縣龍潭鄉
14,103/10/27,營利事業捐贈收入,金奇易果快捷旅店,52509127,20000,,是,臺中市中區中
15,103/10/27,營利事業捐贈收入,皇瑞石股份有限公司,54762455,5000,,是,臺中市北區華
16,103/10/27,營利事業捐贈收入,鑫瑞石股份有限公司,54752436,5000,,是,臺中市西區綠
17,103/10/27,營利事業捐贈收入,音樂世界旅邸股份有限公司霧峰營業處,26882942,10000,,是,臺中市霧峰區
18,103/10/27,營利事業捐贈收入,創意旅館股份有限公司,25164922,10000,,是,臺中市北區五
19,103/10/26,營利事業捐贈收入,景冠建設股份有限公司,53496727,60000,,是,桃園縣桃園市
