序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/25,營利事業捐贈收入,昇晃興企業有限公司,86428720,20000,,是,桃園縣平鎮市
2,103/11/18,營利事業捐贈收入,璟都建設股份有限公司,80431023,500000,,是,桃園縣桃園市
3,103/11/17,營利事業捐贈收入,永源金屬科技股份有限公司,27591561,100000,,是,桃園縣大園鄉
4,103/11/11,營利事業捐贈收入,冠隆資產管理顧問有限公司,28407705,500000,,是,桃園縣平鎮市
5,103/11/08,營利事業捐贈收入,旺氣建設有限公司,89576506,200000,,是,桃園縣桃園市
6,103/11/08,營利事業捐贈收入,福圓營造有限公司,84071176,200000,,是,桃園縣蘆竹鄉
7,103/11/07,營利事業捐贈收入,宜誠營造股份有限公司,23263813,200000,,是,桃園縣蘆竹鄉
8,103/11/07,營利事業捐贈收入,鉅輝鋼鐵股份有限公司,13079654,200000,,是,桃園縣平鎮市
9,103/11/07,營利事業捐贈收入,春園建設股份有限公司,80705141,70000,,是,桃園縣平鎮市
10,103/11/07,營利事業捐贈收入,春德建設股份有限公司,53030518,350000,,是,桃園縣平鎮市
11,103/11/07,營利事業捐贈收入,漢生建設股份有限公司,86433316,80000,,是,桃園縣蘆竹鄉
12,103/11/07,營利事業捐贈收入,今敦實業股份有限公司,86534399,100000,,是,高雄市鳳山區
13,103/11/07,營利事業捐贈收入,允頂企業有限公司,22917771,100000,,是,雲林縣斗六市
14,103/10/31,營利事業捐贈收入,宏其醫療社團法人,10079764,100000,,是,桃園縣中壢市
15,103/10/28,營利事業捐贈收入,響賓餐旅事業股份有限公司,79955280,50000,,是,桃園縣大園鄉
16,103/10/23,營利事業捐贈收入,大鐘印染股份有限公司,57002416,500000,,是,桃園縣中壢市
17,103/10/16,營利事業捐贈收入,裕盛發建設股份有限公司,54801056,300000,,是,桃園縣蘆竹鄉
18,103/10/15,營利事業捐贈收入,威均建設有限公司,97222909,300000,,是,桃園縣中壢市
19,103/10/15,營利事業捐贈收入,佶鼎科技股份有限公司,16886005,60000,,是,桃園縣觀音鄉
20,103/10/15,營利事業捐贈收入,春億開發建設有限公司,80209804,200000,,是,桃園縣大園鄉
21,103/10/14,營利事業捐贈收入,洵酒企業有限公司,24610431,100000,,是,桃園縣中壢市
22,103/10/14,營利事業捐贈收入,同洵商行,70881920,300000,,是,桃園縣中壢市
23,103/10/03,營利事業捐贈收入,煌益精密工業股票有限公司,36070676,60000,,是,月桃路號****
24,103/09/22,營利事業捐贈收入,纖泰有限公司,70352077,500000,,是,臺北市和平東
