序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/20,營利事業捐贈收入,上豐加油站股份有限公司,80367556,10000,,是,自由三路號
2,103/11/20,營利事業捐贈收入,高楠紙業股份有限公司,83126407,60000,,是,高雄市楠梓區
3,103/11/14,營利事業捐贈收入,百鋐營造股份影線公司,86916740,300000,,是,高雄市苓雅區
4,103/11/06,營利事業捐贈收入,中晟科技有限公司,27809097,10000,,是,高雄市鳳山區
5,103/11/06,營利事業捐贈收入,勝一化工股份有限公司,75970680,100000,,是,高雄市永安區
6,103/11/05,營利事業捐贈收入,點睛品數位影像婚紗有限公司,13164700,30000,,是,高雄市前鎮區
7,103/11/05,營利事業捐贈收入,慈陽金屬工業股份有限公司,88656170,100000,,是,高雄市永安區
8,103/11/05,營利事業捐贈收入,一統徵信股份有限公司高雄分公司,89972843,20000,,是,高雄市苓雅區
9,103/10/31,營利事業捐贈收入,泰嘉建設有限公司,28291401,200000,,是,高雄市鼓山區
10,103/10/31,營利事業捐贈收入,皇苑建設股份有限公司,86339831,200000,,是,高雄市苓雅區
11,103/10/29,營利事業捐贈收入,中大營造股份有限公司,53298281,100000,,是,高雄市鼓山區
12,103/10/22,營利事業捐贈收入,寶雅國際股份有限公司,97151664,50000,,是,臺南市民族路
13,103/10/08,營利事業捐贈收入,高園營造有限公司,16805778,300000,,是,高雄市前鎮區
