序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/18,營利事業捐贈收入,宏賢建設股份有限公司,28851059,100000,,是,臺北市八德路
2,103/11/17,營利事業捐贈收入,自立有限公司,70742322,10000,,是,桃園縣中壢市
3,103/11/14,營利事業捐贈收入,銓昌科技股份有限公司,70576560,60000,,是,臺北市信義路
4,103/11/11,營利事業捐贈收入,東誠實業有限公司,84147942,20000,,是,桃園縣新屋鄉
5,103/11/10,營利事業捐贈收入,有德興業有限公司,28033501,100000,,是,桃園縣中壢市
6,103/11/10,營利事業捐贈收入,大鐘印染股份有限公司,57002416,50000,,是,桃園縣中壢市
7,103/11/10,營利事業捐贈收入,泛達企業有限公司,22992139,20000,,是,桃園縣中壢市
8,103/11/09,營利事業捐贈收入,力安工業社,14953979,32000,,是,桃園縣龜山鄉
9,103/11/05,營利事業捐贈收入,順倉股份有限公司,84710883,200000,,是,桃園縣大園鄉
10,103/11/01,營利事業捐贈收入,一六八食品有限公司,28380966,10000,,是,桃園縣中壢市
11,103/10/31,營利事業捐贈收入,中台資源科技股份有限公司,12862116,100000,,是,桃園縣觀音鄉
12,103/10/31,營利事業捐贈收入,天辰電氣有限公司,84824316,30000,,是,桃園縣中壢市
13,103/10/27,營利事業捐贈收入,友和貿易股份有限公司,16894172,200000,,是,新北市林口區
14,103/10/13,營利事業捐贈收入,兆德營造有限公司,84554686,100000,,是,桃園縣中壢市
15,103/09/23,營利事業捐贈收入,宇曜有限公司,28915032,700000,,是,桃園縣桃園市
16,103/05/10,營利事業捐贈收入,淨華實業有限公司,13052944,1000000,,是,桃園縣桃園市
