序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/28,營利事業捐贈收入,遠鼎投資股份有限公司,22266828,1000000,,是,台北市敦化南
2,103/11/26,營利事業捐贈收入,金協興營造股份有限公司,93693490,100000,,是,台北市中山區
3,103/11/26,營利事業捐贈收入,駿傑營造股份有限公司,23397799,100000,,是,台北市中山區
4,103/11/26,營利事業捐贈收入,崇神開發實業股份有限公司(高雄分公,28435462,100000,,是,高雄市左營區
5,103/11/26,營利事業捐贈收入,漢神名店百貨股份有限公司,23827290,100000,,是,高雄市前金區
6,103/11/26,營利事業捐贈收入,漢來國際飯店股份有限公司,23827284,100000,,是,高雄市前金區
7,103/11/04,營利事業捐贈收入,生才實業股份有限公司,16640761,50000,,是,新北市樹林區
8,103/11/03,營利事業捐贈收入,南洋泰國古式養生館,10030284,30000,,是,新北市板橋區
9,103/10/20,營利事業捐贈收入,達年電器股份有限公司,86241577,20000,,是,新北市板橋區
10,103/10/14,營利事業捐贈收入,名軒開發股份有限公司,04615057,500000,,是,新北市五股區
