序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/09/04,營利事業捐贈收入,益佃五金行有限公司,86531490,20000,,是,
2,103/09/18,營利事業捐贈收入,大順氣體行,59273414,60000,,是,臺中市東區德
3,103/10/30,營利事業捐贈收入,日弘模具工業有限公司,84853903,65000,,是,臺中市東區大
4,103/11/05,營利事業捐贈收入,建久建設有公司,53268815,100000,,是,臺中市東區玉
5,103/11/10,營利事業捐贈收入,長益精密工業股份有限公司,86352524,100000,,是,臺中市西屯區
6,103/11/10,營利事業捐贈收入,竹記有限公司,53866283,100000,,是,臺中市大公街
7,103/11/13,營利事業捐贈收入,芳燦股份有限公司,23268486,20000,,是,惠中路三段號
8,103/11/13,營利事業捐贈收入,漢杞工程股份有限公司,70500128,100000,,是,臺中市大里區
9,103/11/17,營利事業捐贈收入,晁廷企業有限公司,13027684,20000,,是,臺中市大里區
10,103/11/17,營利事業捐贈收入,永裕興剪鐵工廠有限公司,86365648,100000,,是,臺中市東區信
11,103/11/19,營利事業捐贈收入,竹記有限公司,53866283,100000,,是,臺中市東區大
12,103/11/21,營利事業捐贈收入,東來食品有限公司,53811696,100000,,是,臺中市東區大
13,103/11/21,營利事業捐贈收入,顯建水電衛材有限公司,22204817,30000,,是,臺中市東區建
14,103/11/21,營利事業捐贈收入,全民電子科技有限公司,80707979,3000,,是,臺中市北屯區
15,103/11/21,營利事業捐贈收入,三藝工程有限公司,86935198,5000,,是,臺中市西屯區
16,103/11/21,營利事業捐贈收入,可尼卡實業(股)公司,23014863,3000,,是,臺中市大同區
17,103/11/21,營利事業捐贈收入,建造股份有限公司,89329323,3000,,是,臺中市文心南
18,103/11/21,營利事業捐贈收入,長霖續接有限公司,23545573,5000,,是,臺中市北屯區
19,103/11/21,營利事業捐贈收入,兆申機電工程有限公司,70594005,3000,,是,臺中市西區福
20,103/11/21,營利事業捐贈收入,翔第有限公司,27773437,5000,,是,新北市新莊區
21,103/11/21,營利事業捐贈收入,正遠企業社,38811211,3000,,是,苗栗縣竹南鎮
22,103/11/21,營利事業捐贈收入,安晉石材有限公司,86803128,5000,,是,臺中市北屯區
23,103/11/21,營利事業捐贈收入,進嘉石材有限公司,80487089,5000,,是,
24,103/11/21,營利事業捐贈收入,百洋工程企業有限公司,23576147,5000,,是,臺中市西屯區
25,103/11/21,營利事業捐贈收入,吉久旺玻璃(股)公司,16942029,10000,,是,臺中市北屯區
26,103/11/21,營利事業捐贈收入,利吉富玻璃(股)公司,80144747,10000,,是,臺中市北屯區
27,103/11/24,營利事業捐贈收入,聯宇建設股份有限公司,16123180,5000,,是,高雄市新興區
