序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/27,營利事業捐贈收入,高華工業股份有限公司,22907231,100000,,是,臺南市南區新
2,103/11/27,營利事業捐贈收入,福安工業股份有限公司,68893891,50000,,是,臺南市南區新
3,103/11/27,營利事業捐贈收入,三隆齒輪股份有限公司,89337203,20000,,是,臺南市南區新
4,103/11/25,營利事業捐贈收入,展輻企業有限公司,84623987,10000,,是,臺南市南區大
5,103/11/11,營利事業捐贈收入,北海鋁梯有限公司,27846184,20000,,是,臺南市南區鯤
6,103/11/10,營利事業捐贈收入,大愛藥局,14786939,10000,,是,臺南市南區大
7,103/10/31,營利事業捐贈收入,富霖餐廳企業有限公司,28352315,20000,,是,臺南市安平區
8,103/10/28,營利事業捐贈收入,德力實業股份有限公司,73686632,100000,,是,臺南市新市區
9,103/10/15,營利事業捐贈收入,世紀美生物科技有限公司,16722398,8000,,是,臺南市東區崇
10,103/10/15,營利事業捐贈收入,展億科技股份有限公司,27895662,50000,,是,臺南市安南區
11,103/09/23,營利事業捐贈收入,南輝木匾雕刻處,68547702,10000,,是,臺南市中西區
12,103/09/19,營利事業捐贈收入,大成不銹鋼工業股份有限公司,22318348,100000,,是,臺南市仁德區
13,103/09/19,營利事業捐贈收入,大衛企業股份有限公司,68009318,20000,,是,臺南市東區東
