序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/28,營利事業捐贈收入,拓程開發實業(股)公司,27794355,300000,,是,臺中市西屯區
2,103/11/06,營利事業捐贈收入,梧濟工業股份有限公司,22977236,50000,,是,臺中市南屯區
3,103/10/24,營利事業捐贈收入,德金營造股份有限公司,22121984,100000,,是,臺中市大里區
4,103/09/30,營利事業捐贈收入,諒奇股份有限公司,52596847,100000,,是,臺中市西區民
5,103/09/29,營利事業捐贈收入,上揚交通股份有限公司,50550492,30000,,是,臺中市西屯區
6,103/09/26,營利事業捐贈收入,億新精機廠股份有限公司,52458318,100000,,是,臺中市西屯區
7,103/09/23,營利事業捐贈收入,國介企業有限公司,23339975,120000,,是,高雄市復興三
8,103/09/18,營利事業捐贈收入,鼎隆圖書股份有限公司,86363780,100000,,是,臺中市西屯區
9,103/09/18,營利事業捐贈收入,豐安紙器股份有限公司,22281665,20000,,是,臺中市西屯區
10,103/09/13,營利事業捐贈收入,汎群公寓大廈管理維護股份有限公司,70629807,20000,,是,臺中市北屯區
11,103/09/13,營利事業捐贈收入,源永興隆工業股份有限公司,52242155,100000,,是,臺中市西屯區
12,103/09/03,營利事業捐贈收入,禾康消防股份有限公司,27492817,40000,,否,臺中市西屯區
13,103/07/30,營利事業捐贈收入,啟宇營造工程股份有限公司,70670805,200000,,是,臺中市北屯區
14,103/07/11,營利事業捐贈收入,和嵩金屬建材有限公司,89382425,700000,,是,臺中市西屯區
