序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/26,營利事業捐贈收入,東邑貿易股份有限公司,81204356,50000,,是,高雄市小港區
2,103/11/25,營利事業捐贈收入,良誠建設有限公司,53880172,100000,,是,高雄市前金區
3,103/11/21,營利事業捐贈收入,可銓企業有限公司,80061957,100000,,是,高雄市前鎮區
4,103/11/19,營利事業捐贈收入,新守集石業有限公司,13031391,20000,,是,花蓮縣花蓮市
5,103/11/17,營利事業捐贈收入,金內冠冷凍食品股份有限公司,81157945,20000,,是,高雄市前鎮區
6,103/11/13,營利事業捐贈收入,裕昌汽車股份有限公司,23641219,50000,,是,高雄市左營區
7,103/11/13,營利事業捐贈收入,正宇緞造工業有限公司,13191002,50000,,是,高雄市小港區
8,103/11/12,營利事業捐贈收入,崇神開發實業股份有限公司高雄分公司,28435462,100000,,是,高雄市左營區
9,103/11/12,營利事業捐贈收入,漢來國際飯店股份有限公司,23827284,100000,,是,高雄市前金區
10,103/11/10,營利事業捐贈收入,慶大建設股份有限公司,86442336,50000,,是,高雄市新興區
11,103/11/10,營利事業捐贈收入,田祝鋼鐵股份有限公司,76420973,20000,,是,高雄市小港區
12,103/11/07,營利事業捐贈收入,昕業建設股份有限公司,54198628,20000,,是,高雄市苓雅區
13,103/11/04,營利事業捐贈收入,永記造漆工業股份有限公司,75137605,200000,,是,高雄市小港區
14,103/11/03,營利事業捐贈收入,北京建設股份有限公司,84731424,200000,,是,高雄市鼓山區
15,103/10/30,營利事業捐贈收入,聯上實業股份有限公司,16126477,100000,,是,高雄市左營區
16,103/10/30,營利事業捐贈收入,友友建設股份有限公司,22818842,100000,,是,高雄市苓雅區
17,103/10/28,營利事業捐贈收入,上銘建設有限公司,86524272,100000,,是,高雄市前鎮區
18,103/10/28,營利事業捐贈收入,大專建設股份有限公司,89767596,60000,,是,高雄市三民區
19,103/10/25,營利事業捐贈收入,兆欣化學工業股份有限公司,16450092,100000,,是,屏東縣枋寮鄉
20,103/10/22,營利事業捐贈收入,菁華環保企業有限公司,86897194,2000,,是,高雄市左營區
21,103/10/21,營利事業捐贈收入,智龍股份有限公司,81182992,30000,,是,高雄市前鎮區
22,103/10/19,營利事業捐贈收入,鴻銓冷凍空調材料有限公司,24248805,5800,,是,高雄市三民區
23,103/10/10,營利事業捐贈收入,高園營造有限公司,16805778,200000,,是,高雄市前鎮區
24,103/10/10,營利事業捐贈收入,國興畜產股份有限公司,86660894,50000,,是,屏東縣屏東市
25,103/10/10,營利事業捐贈收入,慶昇樓餐廳有限公司,70432950,10000,,是,高雄市前鎮區
26,103/10/10,營利事業捐贈收入,國林號開發股份有限公司,81125846,20000,,是,高雄市林園區
27,103/10/09,營利事業捐贈收入,東特國際貿易有限公司,24523458,10000,,是,高雄市三民區
