序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/24,營利事業捐贈收入,安信廣告股份有限公司,27919236,100000,,是,新北市板橋區
2,103/11/22,營利事業捐贈收入,新瓦股份有限公司,53220806,200000,,是,新北市新莊區
3,103/11/18,營利事業捐贈收入,新竹貨運股份有限公司,55730516,300000,,是,新竹縣新豐鄉
4,103/11/14,營利事業捐贈收入,昶旺營造股份有限公司,16985700,100000,,是,新北市新店區
5,103/11/14,營利事業捐贈收入,昶明營造股份有限公司,27080012,100000,,是,新北市新店區
6,103/11/12,營利事業捐贈收入,協明化工股份有限公司,07209709,30000,,是,新北市板橋區
7,103/11/12,營利事業捐贈收入,詠譽建設股份有限公司,24462229,700000,,是,臺北市中正區
8,103/11/11,營利事業捐贈收入,新北市私立弘安老人長期照顧中心,40958062,10000,,是,新北市泰山區
9,103/11/10,營利事業捐贈收入,板新加油站股份有限公司,23362573,50000,,是,新北市板橋區
10,103/11/07,營利事業捐贈收入,碧之潭旅館餐廳,38430162,100000,,是,新北市新店區
11,103/11/06,營利事業捐贈收入,青佳營造有限公司,12888143,3200,,否,新北市板橋區
12,103/11/06,營利事業捐贈收入,金標營造有限公司,80251963,30000,,是,新北市板橋區
13,103/11/03,營利事業捐贈收入,日勝生活科技股份有限公司,12373243,300000,,是,臺北市大同區
14,103/11/01,營利事業捐贈收入,和風磁磚建材有限公司,33917355,12000,,是,新北市板橋區
15,103/11/01,營利事業捐贈收入,寶成紙器有限公司,23697183,30000,,是,新北市五股區
16,103/11/01,營利事業捐贈收入,億東營造股份有限公司,86251390,100000,,是,新北市新店區
17,103/10/31,營利事業捐贈收入,文暉營造事業有限公司,43891087,50000,,是,新北市永和區
18,103/10/31,營利事業捐贈收入,秉德工程行,37877565,50000,,是,新北市板橋區
19,103/10/31,營利事業捐贈收入,吉德工程行,30284052,100000,,是,新北市板橋區
20,103/10/30,營利事業捐贈收入,旺辰實業股份有限公司,12969264,200000,,是,臺北市中山區
21,103/10/30,營利事業捐贈收入,富民運輸股份股份有限公司,47075781,1000000,,是,臺北市大安區
22,103/10/29,營利事業捐贈收入,億晶光企業行,34763028,10000,,是,新北市板橋區
23,103/10/28,營利事業捐贈收入,根連營造工程有限公司,16942581,20000,,是,新北市三重區
24,103/10/24,營利事業捐贈收入,保盛營造有限公司,12600958,30000,,否,新北市林口區
25,103/10/24,營利事業捐贈收入,翔越汽車材料行,20023092,20000,,否,新北市土城區
26,103/10/23,營利事業捐贈收入,仁豐五金有限公司,24533189,4200,,否,臺北市松山區
27,103/10/23,營利事業捐贈收入,仁豐五金有限公司,24533189,5280,,否,臺北市松山區
28,103/10/21,營利事業捐贈收入,德偉木業有限公司,34631759,300000,,是,新北市板橋區
29,103/10/21,營利事業捐贈收入,義銓企業有限公司,70714373,200000,,是,新北市板橋區
30,103/10/14,營利事業捐贈收入,立可新企業有限公司,28739535,100000,,是,新北市土城區
31,103/10/14,營利事業捐贈收入,立可白實業有限公司,97339605,100000,,是,新北市土城區
32,103/10/09,營利事業捐贈收入,保音股份有限公司,34668571,100000,,是,新北市新莊區
33,103/09/03,營利事業捐贈收入,翔譽國際建設股份有限公司,27960157,200000,,是,臺北市中正區
34,103/08/29,營利事業捐贈收入,美學生活廣告股份有限公司,53107543,1000000,,是,臺北市信義區
35,103/08/28,營利事業捐贈收入,吉美建設事業股份有限公司,96964262,1000000,,是,臺北市信義區
