序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/28,營利事業捐贈收入,一億機械廠股份有限公司,72063307,10000,,是,臺南市永康區
2,103/11/16,營利事業捐贈收入,南昌交通有限公司,69635400,30000,,是,臺南市安南區
3,103/11/14,營利事業捐贈收入,冠一品建設開發股份有限公司,80568717,200000,,是,臺南市安平區
4,103/11/11,營利事業捐贈收入,弘晟機車行,13236471,10000,,是,臺南市安平區
5,103/11/11,營利事業捐贈收入,元裾有限公司,28807701,88000,,是,臺南市南區新
6,103/11/09,營利事業捐贈收入,郡泰電子有限公司,96876205,50000,,是,臺南市安平區
7,103/11/09,營利事業捐贈收入,益芳封口機有限公司,27868187,100000,,是,高雄市彌陀區
8,103/11/06,營利事業捐贈收入,中石化工程股份有限公司,16845146,100000,,是,高雄市前金區
9,103/11/06,營利事業捐贈收入,松林造船有限公司,22922346,200000,,是,臺南市安平區
10,103/09/11,營利事業捐贈收入,建喬營造股份有限公司,84192755,100000,,是,臺北市大安區
11,103/09/11,營利事業捐贈收入,益芳封口機有限公司,27868187,20000,,是,高雄市彌陀區
12,103/08/05,營利事業捐贈收入,帛漢股份有限公司,86533770,100000,,是,臺南市安南區
13,103/08/04,營利事業捐贈收入,名發建設開發股份有限公司,16058040,30000,,是,高雄市鼓山區
