序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
41,103/10/02,營利事業捐贈收入,東洋燃料有限公司,43622626,5000,,是,臺中市大里區
42,103/10/02,營利事業捐贈收入,南光煤氣行,51446119,5000,,是,臺中市南屯區
43,103/10/02,營利事業捐贈收入,福太投資開發股份有限公司,84711617,400000,,是,臺中市沙鹿區
44,103/10/02,營利事業捐贈收入,古品企業有限公司,53780407,10000,,是,臺中市北屯區
45,103/10/02,營利事業捐贈收入,思維康有限公司,70430019,15000,,是,臺中市西區忠
46,103/10/02,營利事業捐贈收入,天一板金工業社,99874700,10000,,是,臺中市太平區
47,103/10/02,營利事業捐贈收入,盛承建設有限公司,24591027,50000,,是,臺中市西屯區
48,103/10/01,營利事業捐贈收入,南極碳資產管理有限公司,25030446,5250,,是,臺中市東區自
49,103/10/01,營利事業捐贈收入,宇昱實業股份有限公司,52434908,30000,,是,彰化縣線西鄉
50,103/10/01,營利事業捐贈收入,裕發棉業有限公司,53496732,5000,,是,臺中市東區自
51,103/10/01,營利事業捐贈收入,棉田實業有限公司,24367421,5000,,是,臺中市東區旱
52,103/10/01,營利事業捐贈收入,忠樑精密股份有限公司,22396630,10000,,是,臺中市東區東
53,103/10/01,營利事業捐贈收入,銘傑鐵工廠,52790321,5000,,是,臺中市大雅區
54,103/10/01,營利事業捐贈收入,鑫鵬工業有限公司,23176114,5000,,是,臺中市北區華
55,103/10/01,營利事業捐贈收入,松聯實業社,45455693,5000,,是,臺中市北區德
56,103/10/01,營利事業捐贈收入,嘉聯資通股份有限公司,70488145,5000,,是,臺中市北屯區
57,103/10/01,營利事業捐贈收入,嘉朔事業有限公司,79997465,10000,,是,臺中市太平區
58,103/09/30,營利事業捐贈收入,衛乙機械工業股份有限公司,52495897,100000,,是,臺中市南屯區
59,103/09/30,營利事業捐贈收入,春錫機械工業股份有限公司,82889822,50000,,是,臺中市北屯區
60,103/09/27,營利事業捐贈收入,洋昇企業有限公司,96996237,100000,,是,臺中市北屯區
61,103/09/27,營利事業捐贈收入,頡榕實業有限公司,97062591,10000,,是,臺中市南屯區
62,103/09/27,營利事業捐贈收入,心之芳庭股份有限公司,28924742,5000,,是,臺中市北屯區
63,103/09/27,營利事業捐贈收入,陳雄仁土地開發有限公司,24589731,5000,,是,臺中市北屯區
64,103/09/22,營利事業捐贈收入,鑑麟實業股份有限公司,22930752,20000,,是,臺中市西區館
65,103/09/22,營利事業捐贈收入,橋王投資顧問企業股份有限公司,16698849,30000,,是,臺中市南屯區
66,103/09/18,營利事業捐贈收入,陸誼實業股份有限公司,52549681,50000,,是,臺中市北屯區
67,103/09/17,營利事業捐贈收入,洋昇企業有限公司,96996237,100000,,是,臺中市北屯區
68,103/09/16,營利事業捐贈收入,興成五金有限公司,80432867,25000,,是,臺中市西屯區
69,103/09/16,營利事業捐贈收入,盛國不動產經紀有限公司,54585085,25000,,是,臺中市北屯區
70,103/09/09,營利事業捐贈收入,台灣防災股份有限公司,27894452,30000,,是,臺中市北屯區
71,103/09/05,營利事業捐贈收入,嘉鐳企業社,02979622,30000,,是,臺中市西屯區
72,103/09/04,營利事業捐贈收入,老芋仔芋園有限公司,54585682,100000,,是,臺中市北屯區
73,103/09/03,營利事業捐贈收入,赤鬼食品股份有限公司,28544953,50000,,是,臺中市西屯區
74,103/09/03,營利事業捐贈收入,晨禎營造股份有限公司,80118749,60000,,是,臺中市北區五
75,103/09/02,營利事業捐贈收入,嘉佑興工程有限公司,84539829,60000,,是,臺中市北屯區
76,103/08/30,營利事業捐贈收入,菇神商行,09310408,30000,,否,臺中市新社區
77,103/08/30,營利事業捐贈收入,菇神商行,09310408,19200,,否,臺中市新社區
78,103/08/29,營利事業捐贈收入,科隆生醫科技有限公司,84882273,20000,,是,臺中市北屯區
79,103/05/13,營利事業捐贈收入,仙流國際有限公司,86314846,20000,,是,臺中市松江路
