序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
41,103/07/18,營利事業捐贈收入,順鴻建設有限公司,27692408,20000,,是,高雄市小港區
42,103/07/18,營利事業捐贈收入,崧鶴生命禮儀服務事業有限公司,53593679,10000,,是,高雄市鳳山區
43,103/07/17,營利事業捐贈收入,互茂通運有限公司,16925794,40000,,是,高雄市鼓山區
44,103/07/17,營利事業捐贈收入,黑白馬交通企業有限公司,89618029,40000,,是,高雄市前鎮區
45,103/07/17,營利事業捐贈收入,樂謙電腦科技股份有限公司,84417229,20000,,是,高雄市前鎮區
46,103/07/11,營利事業捐贈收入,鈞宏貿易有限公司,28618125,20000,,是,高雄市前鎮區
47,103/07/07,營利事業捐贈收入,御之居旅館有限公司,76326479,20000,,是,高雄市三民區
48,103/06/27,營利事業捐贈收入,方師傅食品有限公司,27699351,20000,,是,高雄市鳳山區
49,103/06/24,營利事業捐贈收入,日康遠距健康照顧,53904287,20000,,是,高雄市苓雅區
50,103/06/24,營利事業捐贈收入,力歐建設有限公司,53598800,50000,,是,苓雅區中正一
51,103/06/24,營利事業捐贈收入,國雋營造有限公司,84323861,50000,,是,高雄市苓雅區
52,103/06/23,營利事業捐贈收入,建洲營造有限公司,83881720,10000,,是,高雄市鳳山區
