序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/27,營利事業捐贈收入,尚義聯合會計師事務所,30379655,50000,,是,新北市板橋區
2,103/11/20,營利事業捐贈收入,樸群廣告股份有限公司,28676047,500000,,是,臺北市松山區
3,103/11/20,營利事業捐贈收入,舜韋營造股份有限公司,22124820,20000,,是,臺北市中山區
4,103/11/19,營利事業捐贈收入,王東山聯合法律事務所,97995094,20000,,是,臺北市大安區
5,103/11/19,營利事業捐贈收入,勝利勝利有限公司,23143796,20000,,是,新北市樹林區
6,103/11/17,營利事業捐贈收入,洪啟德土木大地技師事務所,08656655,40000,,是,臺北市大同區
7,103/11/17,營利事業捐贈收入,佳榮工業股份有限公司,22392803,10000,,是,新北市五股區
8,103/11/14,營利事業捐贈收入,永家興實業有限公司,12315835,30000,,是,臺北市中山區
9,103/11/14,營利事業捐贈收入,華合投資股份有限公司,24338988,300000,,是,臺北市大同區
10,103/11/13,營利事業捐贈收入,禹福有限公司,28331608,50000,,是,新北市新莊區
11,103/11/12,營利事業捐贈收入,協明化工股份有限公司,07209709,20000,,是,
12,103/11/12,營利事業捐贈收入,玉陽宮春福國際股份有限公司,53409884,10000,,是,新北市土城區
13,103/11/07,營利事業捐贈收入,聯賓塑膠股份有限公司,34279897,100000,,是,新北市樹林區
14,103/11/07,營利事業捐贈收入,聯賓塑膠股份有限公司,34279897,100000,,是,新北市樹林區
15,103/11/07,營利事業捐贈收入,聯賓塑膠股份有限公司,34279897,100000,,是,新北市樹林區
16,103/11/07,營利事業捐贈收入,德亨營造有限公司,53708721,100000,,是,新北市板橋區
17,103/11/05,營利事業捐贈收入,貴族世家企業股份有限公司,89496779,100000,,是,新北市土城區
18,103/11/05,營利事業捐贈收入,貴族世家企業股份有限公司,89496779,100000,,是,新北市土城區
19,103/10/31,營利事業捐贈收入,詠勝開發營造股份有限公司,86342287,80000,,是,新北市板橋區
20,103/10/30,營利事業捐贈收入,優健基因生物科技股份有限公司,54051286,20000,,是,新北市中和區
