序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/28,營利事業捐贈收入,協鑫造船股份有限公司,02521815,20000,,是,基隆市中正區
2,103/11/28,營利事業捐贈收入,漁品軒有限公司,80746683,50000,,是,基隆市中正區
3,103/11/28,營利事業捐贈收入,宏霖顧問有限公司,24387812,30000,,是,基隆市中正區
4,103/11/28,營利事業捐贈收入,大中華保全股份有限公司,16982892,5000,,是,新北市土城區
5,103/11/21,營利事業捐贈收入,吉璞建設股份有限公司,25135814,100000,,是,新北市汐止區
6,103/11/14,營利事業捐贈收入,瑞清企業股份有限公司,12672024,10000,,是,台北市中山區
7,103/11/13,營利事業捐贈收入,基隆第一信用合作社,280902,20000,,是,基隆市中正區
8,103/10/25,營利事業捐贈收入,良晟食品股份有限公司,16338535,100000,,是,桃園縣八德市
9,103/10/25,營利事業捐贈收入,日祥科技工程行,18298355,100000,,是,基隆市中正區
10,103/09/10,營利事業捐贈收入,驥達物流有限公司,28327180,100000,,是,新北市汐止區
11,103/09/10,營利事業捐贈收入,立昌理貨行,0069393,100000,,是,基隆市中正區
12,103/09/10,營利事業捐贈收入,建信理貨行,00658687,100000,,是,基隆市中正區
