序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/24,營利事業捐贈收入,友友建設股份有限公司,22818842,60000,,是,高雄市苓雅區
2,103/11/17,營利事業捐贈收入,能邦工程股份有限公司,25067750,100000,,是,宜蘭縣五結鄉
3,103/11/14,營利事業捐贈收入,昇詳有限公司,27697641,10000,,是,高雄市楠梓區
4,103/11/13,營利事業捐贈收入,高都汽車股份有限公司,85961513,20000,,是,
5,103/11/07,營利事業捐贈收入,悠活渡假事業股份有限公司,84900928,200000,,是,屏東縣恆春鎮
6,103/10/29,營利事業捐贈收入,樂謙電腦科技股份有限公司,84417229,100000,,是,高雄市前鎮區
7,103/10/22,營利事業捐贈收入,宏璟建設股份有限公司,22344508,300000,,是,臺北市大同區
8,103/10/20,營利事業捐贈收入,馬玉山食品工業股份有限公司,81133395,20000,,是,高雄市三民區
9,103/10/10,營利事業捐贈收入,高雄市私立順天北儒文理短期補習班站,41278063,100000,,是,高雄市三民區
10,103/10/09,營利事業捐贈收入,東厚商行,18161169,20000,,是,屏東縣屏東市
11,103/10/09,營利事業捐贈收入,天揚工程實業行,99701139,30000,,是,高雄市仁武區
12,103/10/09,營利事業捐贈收入,好成工程有限公司,29011293,20000,,是,高雄市左營區
13,103/10/09,營利事業捐贈收入,寶全國際有限公司,53595085,30000,,是,高雄市三民區
14,103/10/09,營利事業捐贈收入,萬裕工程有限公司,29025711,20000,,是,高雄市左營區
15,103/10/08,營利事業捐贈收入,博盈投資股份有限公司,16132359,100000,,是,臺北市林森北
16,103/10/07,營利事業捐贈收入,友友建設股份有限公司,22818842,40000,,是,高雄市苓雅區
17,103/10/07,營利事業捐贈收入,鑫金鑽珠寶有限公司,53888786,100000,,是,高雄市前鎮區
18,103/10/07,營利事業捐贈收入,展立工程顧問有限公司,16460866,10000,,是,高雄市三民區
19,103/10/03,營利事業捐贈收入,金高電實業有限公司,23353639,100000,,是,高雄市左營區
20,103/10/03,營利事業捐贈收入,大贏家百貨行,19427618,100000,,是,新北市永和區
21,103/08/26,營利事業捐贈收入,台灣波力梅有限公司,12400620,10000,,是,高雄市左營區
22,103/08/26,營利事業捐贈收入,台灣波力梅,12400620,10000,,是,高雄市左營區
23,103/08/26,營利事業捐贈收入,永立泰企業有限公司,80359057,10000,,是,高雄市楠梓區
24,103/08/26,營利事業捐贈收入,薪菖機車行,80851663,10000,,是,高雄市楠梓區
25,103/08/26,營利事業捐贈收入,興義工業社有限公司,23210160,10000,,是,高雄市岡山區
26,103/08/26,營利事業捐贈收入,皇益興業股份有限公司,22122359,20000,,是,高雄市岡山區
27,103/08/26,營利事業捐贈收入,長巨企業社,17358713,40000,,是,高雄市楠梓區
28,103/08/26,營利事業捐贈收入,九丰鐵材行,74973491,10000,,是,高雄市楠梓區
29,103/08/26,營利事業捐贈收入,宏碁營造股份有限公司,89370434,20000,,是,高雄市岡山區
30,103/08/07,營利事業捐贈收入,磊礦股份有限公司,16819858,100000,,是,高雄市苓雅區
31,103/05/12,營利事業捐贈收入,茂迪環境有限公司,80182642,100000,,是,桃園縣平鎮市
