序號,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,金錢類,地址
1,103/11/28,營利事業捐贈收入,鼎岳建設開發有限公司,27226924,10000,,是,高雄市鳥松區
2,103/11/27,營利事業捐贈收入,正和工程有限公司,16461231,100000,,是,高雄市左營區
3,103/11/24,營利事業捐贈收入,爭峰采建設有限公司,54616290,100000,,是,高雄市鼓山區
4,103/11/10,營利事業捐贈收入,佑神電子遊樂場業股份有限公司,89411961,100000,,是,高雄市前金區
5,103/11/10,營利事業捐贈收入,漢來國際飯店股份有限公司,23827284,100000,,是,高雄市前金區
6,103/11/08,營利事業捐贈收入,高楠窯業股份有限公司,83126309,50000,,是,高雄市楠梓區
7,103/11/05,營利事業捐贈收入,"齊步建設有限公司 ",27682669,20000,,是,高雄市鼓山區
8,103/11/05,營利事業捐贈收入,新南興開發股份有限公司,13196479,30000,,是,高雄市左營區
9,103/11/05,營利事業捐贈收入,新南興磚工廠,83176406,30000,,是,高雄市左營區
10,103/10/31,營利事業捐贈收入,中大營造股份有限公司,53298281,100000,,是,高雄市鼓山區
11,103/10/31,營利事業捐贈收入,鼎宇建設股份有限公司,86442286,50000,,是,高雄市前鎮區
12,103/10/31,營利事業捐贈收入,台陽營造股份有限公司,49680996,50000,,是,高雄市苓雅區
13,103/10/31,營利事業捐贈收入,旭煬科技股份有限公司,28616203,10000,,是,高雄市左營區
14,103/10/30,營利事業捐贈收入,中大營造股份有限公司,53298281,100000,,是,高雄市鼓山區
15,103/10/30,營利事業捐贈收入,巽哲商行,10213713,10000,,是,高雄市三民區
16,103/10/28,營利事業捐贈收入,鼎尚營造股份有限公司,16114211,120000,,是,高雄市三民區
17,103/10/28,營利事業捐贈收入,柏文健康事業股份有限公司,27692328,100000,,是,高雄市左營區
18,103/10/28,營利事業捐贈收入,豐晟冷凍食品股份有限公司,22253041,20000,,是,高雄市鼓山區
19,103/10/27,營利事業捐贈收入,大馬企業社,25925232,5000,,是,高雄市楠梓區
20,103/10/26,營利事業捐贈收入,欣威電梯有限公司,53575898,20000,,是,高雄市左營區
21,103/10/25,營利事業捐贈收入,新暘輝鐵材有限公司,89749325,20000,,是,高雄市左營區
22,103/10/25,營利事業捐贈收入,禾吉食品有限公司,28283042,20000,,是,高雄市三民區
23,103/10/24,營利事業捐贈收入,永旺營造有限公司,86903196,100000,,是,高雄市左營區
24,103/10/24,營利事業捐贈收入,同勝建設股份有限公司,80384871,100000,,是,高雄市左營區
25,103/10/24,營利事業捐贈收入,銳揚建設股份有限公司,24529158,100000,,是,高雄市鼓山區
26,103/10/23,營利事業捐贈收入,旭豐水產有限公司,27691674,30000,,是,高雄市前鎮區
27,103/10/22,營利事業捐贈收入,大安環保工程有限公司,16479339,2000,,是,高雄市左營區
28,103/10/17,營利事業捐贈收入,全富通國際商用不動產有限公司,53886529,10000,,是,高雄市左營區
29,103/10/17,營利事業捐贈收入,高雄市私立柏克來幼兒園,19903470,20000,,是,高雄市左營區
30,103/10/15,營利事業捐贈收入,壹鴻企業行,92038088,20000,,是,高雄市苓雅區
31,103/10/14,營利事業捐贈收入,凌亞股份有限公司,22147339,60000,,是,高雄市左營區
32,103/10/14,營利事業捐贈收入,嘉銻實業有限公司,70412820,60000,,是,高雄市三民區
33,103/10/13,營利事業捐贈收入,雙進工業股份有限公司,75913817,300000,,是,高雄市大寮區
34,103/10/12,營利事業捐贈收入,聯友汽車股份有限公司,86048926,10000,,是,高雄市鼓山區
35,103/10/08,營利事業捐贈收入,力邦文教企業股份公司,27692218,10000,,是,高雄市楠梓區
36,103/10/07,營利事業捐贈收入,宸峰工程科技有限公司,13164862,300000,,是,高雄市燕巢區
37,103/08/18,營利事業捐贈收入,捷勝國際股份有限公司,13165601,20000,,是,高雄市左營區
38,103/08/07,營利事業捐贈收入,美地資產管理有限公司,16801219,60000,,是,高雄市鼓山區
